# rank	piece	count	class	glyphs
2082	費	6	kanji1	1
2083	俊	6	kanji1	1
2084	出口	6	multi	2
2085	振り	6	multi	2
2086	感じる	6	multi	3
2087	像	6	kanji1	1
2088	を持って	6	multi	4
2089	チン	6	multi	2
2090	ニック	6	multi	3
2091	置いて	6	multi	3
2092	大きく	6	multi	3
2093	のですが	6	multi	4
2094	場合は	6	multi	3
2095	飾	6	kanji1	1
2096	吸	6	kanji1	1
2097	おそらく	6	multi	4
2098	があり	6	multi	3
2099	自主	6	multi	2
2100	梢	6	kanji1	1
2101	敬	6	kanji1	1
2102	買う	6	multi	2
2103	を作って	6	multi	4
2104	否定	6	multi	2
2105	ナー	6	multi	2
2106	食べた	6	multi	3
2107	反	6	kanji1	1
2108	勿	6	kanji1	1
2109	上がる	6	multi	3
2110	担当	6	multi	2
2111	続けて	6	multi	3
2112	正しい	6	multi	3
2113	捨	6	kanji1	1
2114	十一	6	multi	2
2115	プレイ	6	multi	3
2116	アメリカ	6	multi	4
2117	男女	6	multi	2
2118	握手	6	multi	2
2119	られている	6	multi	5
2120	装置	6	multi	2
2121	乗り	6	multi	2
2122	包	6	kanji1	1
2123	研究所	6	multi	3
2124	算	6	kanji1	1
2125	友情	6	multi	2
2126	みたいです	6	multi	5
2127	チャー	6	multi	3
2128	机	6	kanji1	1
2129	禁止	6	multi	2
2130	ッシ	6	multi	2
2131	製	6	kanji1	1
2132	クト	6	multi	2
2133	賞	6	kanji1	1
2134	ミニ	6	multi	2
2135	方に	6	multi	2
2136	をしている	6	multi	5
2137	容	6	kanji1	1
2138	薄	6	kanji1	1
2139	惜	6	kanji1	1
2140	十二	6	multi	2
2141	下手	6	multi	2
2142	これまで	6	multi	4
2143	蛮	6	kanji1	1
2144	とはいえ	6	multi	4
2145	暇	6	kanji1	1
2146	県	6	kanji1	1
2147	柔	6	kanji1	1
2148	きっかけ	6	multi	4
2149	ネット	6	multi	3
2150	一本	6	multi	2
2151	ています	6	multi	4
2152	幻	6	kanji1	1
2153	パート	6	multi	3
2154	攻	6	kanji1	1
2155	ウィ	6	multi	2
2156	宝石	6	multi	2
2157	港	6	kanji1	1
2158	向き	6	multi	2
2159	床	6	kanji1	1
2160	があれば	6	multi	4
2161	時間が	6	multi	3
2162	いると	6	multi	3
2163	留守	6	multi	2
2164	ちな	6	multi	2
2165	梨	6	kanji1	1
2166	昇	6	kanji1	1
2167	遇	6	kanji1	1
2168	尽	6	kanji1	1
2169	系	6	kanji1	1
2170	過	6	kanji1	1
2171	タイム	6	multi	3
2172	粉	6	kanji1	1
2173	を持つ	6	multi	3
2174	隔	6	kanji1	1
2175	ケース	6	multi	3
2176	猛	6	kanji1	1
2177	訪	6	kanji1	1
2178	称	6	kanji1	1
2179	比べ	6	multi	2
2180	柄	6	kanji1	1
2181	売る	6	multi	2
2182	手段	6	multi	2
2183	オー	6	multi	2
2184	しようと	6	multi	4
2185	伯	6	kanji1	1
2186	模	6	kanji1	1
2187	死刑	6	multi	2
2188	牧	6	kanji1	1
2189	狂	6	kanji1	1
2190	政	6	kanji1	1
2191	ではありません	6	multi	7
2192	刺	6	kanji1	1
2193	しています	6	multi	5
2194	了解	6	multi	2
2195	食欲	6	multi	2
2196	基本	6	multi	2
2197	管理	6	multi	2
2198	企	6	kanji1	1
2199	いずれ	6	multi	3
2200	といって	6	multi	4
2201	ってしまいました	6	multi	8
2202	保健	6	multi	2
2203	責	6	kanji1	1
2204	遣	6	kanji1	1
2205	可能性	6	multi	3
2206	支部	6	multi	2
2207	兵器	6	multi	2
2208	己	6	kanji1	1
2209	解決	6	multi	2
2210	できません	6	multi	5
2211	恩	6	kanji1	1
2212	虎	6	kanji1	1
2213	集中	6	multi	2
2214	兜	6	kanji1	1
2215	高く	6	multi	2
2216	全力	6	multi	2
2217	訓	6	kanji1	1
2218	奪	6	kanji1	1
2219	判断	6	multi	2
2220	されました	6	multi	5
2221	ようになった	6	multi	6
2222	牙	6	kanji1	1
2223	領	6	kanji1	1
2224	ドラマ	6	multi	3
2225	中原	6	multi	2
2226	財	6	kanji1	1
2227	去年	6	multi	2
2228	天国	6	multi	2
2229	朕	6	kanji1	1
2230	禅	6	kanji1	1
2231	ってしま	6	multi	4
2232	淑	6	kanji1	1
2233	分かる	6	multi	3
2234	枇	6	kanji1	1
2235	符	6	kanji1	1
2236	真理	6	multi	2
2237	求	5	kanji1	1
2238	炉	5	kanji1	1
2239	尉	5	kanji1	1
2240	任務	5	multi	2
2241	誠	5	kanji1	1
2242	維	5	kanji1	1
2243	後に	5	multi	2
2244	高度	5	multi	2
2245	盤	5	kanji1	1
2246	別人	5	multi	2
2247	とはい	5	multi	3
2248	塾	5	kanji1	1
2249	アルバ	5	multi	3
2250	父親	5	multi	2
2251	コピー	5	multi	3
2252	宇	5	kanji1	1
2253	晶	5	kanji1	1
2254	トレ	5	multi	2
2255	プライ	5	multi	3
2256	爵	5	kanji1	1
2257	一大	5	multi	2
2258	喋	5	kanji1	1
2259	整	5	kanji1	1
2260	ホーム	5	multi	3
2261	換	5	kanji1	1
2262	孫	5	kanji1	1
2263	完了	5	multi	2
2264	影響	5	multi	2
2265	猿	5	kanji1	1
2266	上がり	5	multi	3
2267	惚	5	kanji1	1
2268	恐怖	5	multi	2
2269	高速	5	multi	2
2270	則	5	kanji1	1
2271	拒	5	kanji1	1
2272	美味	5	multi	2
2273	生物	5	multi	2
2274	を持	5	multi	2
2275	ポート	5	multi	3
2276	件	5	kanji1	1
2277	クラブ	5	multi	3
2278	以下	5	multi	2
2279	帽子	5	multi	2
2280	を開	5	multi	2
2281	侵	5	kanji1	1
2282	裸	5	kanji1	1
2283	一切	5	multi	2
2284	臨	5	kanji1	1
2285	おす	5	multi	2
2286	識	5	kanji1	1
2287	非	5	kanji1	1
2288	衣	5	kanji1	1
2289	ることは	5	multi	4
2290	増え	5	multi	2
2291	券	5	kanji1	1
2292	方向	5	multi	2
2293	確	5	kanji1	1
2294	方も	5	multi	2
2295	研究	5	multi	2
2296	ことができ	5	multi	5
2297	没	5	kanji1	1
2298	最大	5	multi	2
2299	民	5	kanji1	1
2300	煙	5	kanji1	1
2301	象	5	kanji1	1
2302	集合	5	multi	2
2303	後の	5	multi	2
2304	示	5	kanji1	1
2305	湖	5	kanji1	1
2306	タイミング	5	multi	5
2307	ッと	5	multi	2
2308	てくる	5	multi	3
2309	アナ	5	multi	2
2310	せず	5	multi	2
2311	旦	5	kanji1	1
2312	那	5	kanji1	1
2313	一枚	5	multi	2
2314	枯	5	kanji1	1
2315	湘	5	kanji1	1
2316	するのは	5	multi	4
2317	バンド	5	multi	3
2318	入学	5	multi	2
2319	却	5	kanji1	1
2320	バック	5	multi	3
2321	紅	5	kanji1	1
2322	任せ	5	multi	2
2323	板	5	kanji1	1
2324	多くの	5	multi	3
2325	主義	5	multi	2
2326	大陸	5	multi	2
2327	狼	5	kanji1	1
2328	踊	5	kanji1	1
2329	上司	5	multi	2
2330	特殊	5	multi	2
2331	倍	5	kanji1	1
2332	尻	5	kanji1	1
2333	栗	5	kanji1	1
2334	赤ちゃん	5	multi	4
2335	もあり	5	multi	3
2336	に対して	5	multi	4
2337	混乱	5	multi	2
2338	又	5	kanji1	1
2339	ページ	5	multi	3
2340	装	5	kanji1	1
2341	警告	5	multi	2
2342	兄弟	5	multi	2
2343	報告	5	multi	2
2344	下げ	5	multi	2
2345	沈	5	kanji1	1
2346	可能	5	multi	2
2347	藍	5	kanji1	1
2348	司令	5	multi	2
2349	考	5	kanji1	1
2350	握	5	kanji1	1
2351	彗	5	kanji1	1
2352	向け	5	multi	2
2353	植	5	kanji1	1
2354	有名	5	multi	2
2355	んですよね	5	multi	5
2356	アウト	5	multi	3
2357	フト	5	multi	2
2358	皮	5	kanji1	1
2359	蒸	5	kanji1	1
2360	コミ	5	multi	2
2361	と言い	5	multi	3
2362	浜	5	kanji1	1
2363	三年	5	multi	2
2364	保護	5	multi	2
2365	トップ	5	multi	3
2366	尋	5	kanji1	1
2367	であり	5	multi	3
2368	としては	5	multi	4
2369	尼	5	kanji1	1
2370	をご	5	multi	2
2371	字	5	kanji1	1
2372	殿下	5	multi	2
2373	っております	5	multi	6
2374	祝	5	kanji1	1
2375	十四	5	multi	2
2376	歌手	5	multi	2
2377	住所	5	multi	2
2378	国の	5	multi	2
2379	看	5	kanji1	1
2380	厚	5	kanji1	1
2381	犯罪	5	multi	2
2382	韓	5	kanji1	1
2383	を選	5	multi	2
2384	操作	5	multi	2
2385	始めた	5	multi	3
2386	可愛	5	multi	2
2387	働	5	kanji1	1
2388	平凡	5	multi	2
2389	指導	5	multi	2
2390	飽	5	kanji1	1
2391	現場	5	multi	2
2392	的には	5	multi	3
2393	を受け	5	multi	3
2394	働く	5	multi	2
2395	分かり	5	multi	3
2396	帳	5	kanji1	1
2397	棒	5	kanji1	1
2398	郵	5	kanji1	1
2399	古い	5	multi	2
2400	ものです	5	multi	4
2401	れます	5	multi	3
2402	サラ	5	multi	2
2403	唯一	5	multi	2
2404	となって	5	multi	4
2405	鳳	5	kanji1	1
2406	人数	5	multi	2
2407	建	5	kanji1	1
2408	響	5	kanji1	1
2409	淋	5	kanji1	1
2410	大阪	5	multi	2
2411	農	5	kanji1	1
2412	条	5	kanji1	1
2413	審	5	kanji1	1
2414	林	5	kanji1	1
2415	停止	5	multi	2
2416	自己	5	multi	2
2417	認	5	kanji1	1
2418	翁	5	kanji1	1
2419	冥	5	kanji1	1
2420	承	5	kanji1	1
2421	であろう	5	multi	4
2422	されている	5	multi	5
2423	ようで	5	multi	3
2424	素敵な	5	multi	3
2425	凄	5	kanji1	1
2426	に入った	5	multi	4
2427	ソン	5	multi	2
2428	わけではない	5	multi	6
2429	もらって	5	multi	4
2430	舞台	5	multi	2
2431	生理	5	multi	2
2432	千里	5	multi	2
2433	丹	5	kanji1	1
2434	不死	5	multi	2
2435	都会	5	multi	2
2436	ができ	5	multi	3
2437	橘	5	kanji1	1
2438	祐	5	kanji1	1
2439	アク	5	multi	2
2440	けれど	5	multi	3
2441	資	5	kanji1	1
2442	大地	5	multi	2
2443	を見つけ	5	multi	4
2444	茉	5	kanji1	1
2445	陳	5	kanji1	1
2446	騎	5	kanji1	1
2447	姐	5	kanji1	1
2448	兒	5	kanji1	1
2449	エリア	4	multi	3
2450	解散	4	multi	2
2451	セル	4	multi	2
2452	ロック	4	multi	3
2453	救助	4	multi	2
2454	きっ	4	multi	2
2455	ベース	4	multi	3
2456	正常	4	multi	2
2457	酸	4	kanji1	1
2458	価	4	kanji1	1
2459	ホール	4	multi	3
2460	援	4	kanji1	1
2461	錯	4	kanji1	1
2462	杯	4	kanji1	1
2463	ことです	4	multi	4
2464	企業	4	multi	2
2465	帖	4	kanji1	1
2466	妖	4	kanji1	1
2467	を得	4	multi	2
2468	察	4	kanji1	1
2469	虚	4	kanji1	1
2470	第五	4	multi	2
2471	ユニ	4	multi	2
2472	免	4	kanji1	1
2473	寿命	4	multi	2
2474	ライフ	4	multi	3
2475	参考	4	multi	2
2476	列	4	kanji1	1
2477	最も	4	multi	2
2478	尊敬	4	multi	2
2479	罰	4	kanji1	1
2480	償	4	kanji1	1
2481	悩み	4	multi	2
2482	針	4	kanji1	1
2483	メンバー	4	multi	4
2484	否	4	kanji1	1
2485	憩	4	kanji1	1
2486	と考え	4	multi	3
2487	しながら	4	multi	4
2488	続け	4	multi	2
2489	呼吸	4	multi	2
2490	ソー	4	multi	2
2491	してしまう	4	multi	5
2492	一万	4	multi	2
2493	を行	4	multi	2
2494	ダウン	4	multi	3
2495	数学	4	multi	2
2496	一面	4	multi	2
2497	青春	4	multi	2
2498	肌	4	kanji1	1
2499	原理	4	multi	2
2500	基礎	4	multi	2
2501	惑	4	kanji1	1
2502	ヘル	4	multi	2
2503	景色	4	multi	2
2504	したもの	4	multi	4
2505	染	4	kanji1	1
2506	廊	4	kanji1	1
2507	枚	4	kanji1	1
2508	昨	4	kanji1	1
2509	になると	4	multi	4
2510	と思い	4	multi	3
2511	がかか	4	multi	3
2512	すべ	4	multi	2
2513	洋	4	kanji1	1
2514	安全	4	multi	2
2515	売れ	4	multi	2
2516	率	4	kanji1	1
2517	していない	4	multi	5
2518	商品	4	multi	2
2519	埋	4	kanji1	1
2520	拍	4	kanji1	1
2521	ネタ	4	multi	2
2522	奉	4	kanji1	1
2523	苦し	4	multi	2
2524	上で	4	multi	2
2525	扇	4	kanji1	1
2526	高等学校	4	multi	4
2527	劇	4	kanji1	1
2528	統	4	kanji1	1
2529	悠	4	kanji1	1
2530	一般	4	multi	2
2531	筋	4	kanji1	1
2532	伏	4	kanji1	1
2533	っていく	4	multi	4
2534	劣	4	kanji1	1
2535	重要	4	multi	2
2536	ルー	4	multi	2
2537	名人	4	multi	2
2538	害	4	kanji1	1
2539	理想	4	multi	2
2540	笛	4	kanji1	1
2541	もらい	4	multi	3
2542	出会い	4	multi	3
2543	以上の	4	multi	3
2544	きちんと	4	multi	4
2545	ないので	4	multi	4
2546	炎	4	kanji1	1
2547	を使って	4	multi	4
2548	地上	4	multi	2
2549	祖父	4	multi	2
2550	スペース	4	multi	4
2551	抗	4	kanji1	1
2552	吠	4	kanji1	1
2553	階段	4	multi	2
2554	代表	4	multi	2
2555	暮らし	4	multi	3
2556	体重	4	multi	2
2557	空間	4	multi	2
2558	大声	4	multi	2
2559	ザー	4	multi	2
2560	漏	4	kanji1	1
2561	缶	4	kanji1	1
2562	与	4	kanji1	1
2563	低い	4	multi	2
2564	版	4	kanji1	1
2565	舵	4	kanji1	1
2566	ベル	4	multi	2
2567	燃料	4	multi	2
2568	棄	4	kanji1	1
2569	人類	4	multi	2
2570	衝	4	kanji1	1
2571	雇	4	kanji1	1
2572	しば	4	multi	2
2573	到	4	kanji1	1
2574	みました	4	multi	4
2575	タイトル	4	multi	4
2576	サイズ	4	multi	3
2577	と思っていた	4	multi	6
2578	佳	4	kanji1	1
2579	某	4	kanji1	1
2580	出来る	4	multi	3
2581	共生	4	multi	2
2582	堤	4	kanji1	1
2583	に関	4	multi	2
2584	担任	4	multi	2
2585	ハー	4	multi	2
2586	すべき	4	multi	3
2587	文化	4	multi	2
2588	演技	4	multi	2
2589	しております	4	multi	6
2590	祖国	4	multi	2
2591	いっぱ	4	multi	3
2592	十九	4	multi	2
2593	支	4	kanji1	1
2594	党	4	kanji1	1
2595	十万	4	multi	2
2596	猪	4	kanji1	1
2597	范	4	kanji1	1
2598	主任	4	multi	2
2599	そのため	4	multi	4
2600	射	4	kanji1	1
2601	ることが	4	multi	4
2602	るべき	4	multi	3
2603	体力	4	multi	2
2604	拙	4	kanji1	1
2605	幸福	4	multi	2
2606	簿	4	kanji1	1
2607	皿	4	kanji1	1
2608	青年	4	multi	2
2609	を通して	4	multi	4
2610	指示	4	multi	2
2611	はずです	4	multi	4
2612	わけです	4	multi	4
2613	執	4	kanji1	1
2614	暴力	4	multi	2
2615	拓	4	kanji1	1
2616	したり	4	multi	3
2617	誉	4	kanji1	1
2618	便利	4	multi	2
2619	狸	4	kanji1	1
2620	酷	4	kanji1	1
2621	肝	4	kanji1	1
2622	武士	4	multi	2
2623	まと	4	multi	2
2624	中山	4	multi	2
2625	日本人	4	multi	3
2626	そもそも	4	multi	4
2627	計算	4	multi	2
2628	していて	4	multi	4
2629	火星	4	multi	2
2630	三人	4	multi	2
2631	厳	4	kanji1	1
2632	内容	4	multi	2
2633	と言われ	4	multi	4
2634	ビー	4	multi	2
2635	こんに	4	multi	3
2636	競	4	kanji1	1
2637	生涯	4	multi	2
2638	常に	4	multi	2
2639	巧	4	kanji1	1
2640	ちなみに	4	multi	4
2641	ますが	4	multi	3
2642	不良	4	multi	2
2643	このような	4	multi	5
2644	叶	4	kanji1	1
2645	例えば	4	multi	3
2646	支配	4	multi	2
2647	というもの	4	multi	5
2648	を作る	4	multi	3
2649	っています	4	multi	5
2650	孔雀	4	multi	2
2651	を集	4	multi	2
2652	頂	4	kanji1	1
2653	菜	4	kanji1	1
2654	のでしょうか	4	multi	6
2655	邦	4	kanji1	1
2656	建て	4	multi	2
2657	ワーク	4	multi	3
2658	期限	4	multi	2
2659	宵	4	kanji1	1
2660	蓄	4	kanji1	1
2661	パーティー	4	multi	5
2662	仙	4	kanji1	1
2663	臣	4	kanji1	1
2664	安く	4	multi	2
2665	働き	4	multi	2
2666	潮	4	kanji1	1
2667	一部	4	multi	2
2668	宴会	4	multi	2
2669	道路	4	multi	2
2670	うこと	4	multi	3
2671	楽し	4	multi	2
2672	お店	4	multi	2
2673	ることができ	4	multi	6
2674	香港	4	multi	2
2675	続いて	4	multi	3
2676	北海	4	multi	2
2677	時には	4	multi	3
2678	群	4	kanji1	1
2679	和尚	4	multi	2
2680	偵	4	kanji1	1
2681	致	4	kanji1	1
2682	交代	4	multi	2
2683	湿	4	kanji1	1
2684	アルバム	4	multi	4
2685	ツアー	4	multi	3
2686	レストラン	4	multi	5
2687	杜	4	kanji1	1
2688	十条	4	multi	2
2689	かもし	4	multi	3
2690	彰	4	kanji1	1
2691	システム	3	multi	4
2692	解除	3	multi	2
2693	管制	3	multi	2
2694	安定	3	multi	2
2695	接近	3	multi	2
2696	全体	3	multi	2
2697	麦	3	kanji1	1
2698	逮捕	3	multi	2
2699	ペット	3	multi	3
2700	生意	3	multi	2
2701	刃	3	kanji1	1
2702	笠	3	kanji1	1
2703	討	3	kanji1	1
2704	狭	3	kanji1	1
2705	新たな	3	multi	3
2706	葎	3	kanji1	1
2707	遭	3	kanji1	1
2708	において	3	multi	4
2709	微妙	3	multi	2
2710	畏	3	kanji1	1
2711	弱点	3	multi	2
2712	外出	3	multi	2
2713	争	3	kanji1	1
2714	リアル	3	multi	3
2715	年に	3	multi	2
2716	航	3	kanji1	1
2717	巡	3	kanji1	1
2718	材料	3	multi	2
2719	レーション	3	multi	5
2720	蛇	3	kanji1	1
2721	設計	3	multi	2
2722	教育	3	multi	2
2723	デザ	3	multi	2
2724	込	3	kanji1	1
2725	少ない	3	multi	3
2726	蹴	3	kanji1	1
2727	多く	3	multi	2
2728	寂	3	kanji1	1
2729	境	3	kanji1	1
2730	烏	3	kanji1	1
2731	を見せ	3	multi	3
2732	を変え	3	multi	3
2733	灯	3	kanji1	1
2734	乏	3	kanji1	1
2735	エステ	3	multi	3
2736	の一	3	multi	2
2737	欠	3	kanji1	1
2738	地面	3	multi	2
2739	位置	3	multi	2
2740	固定	3	multi	2
2741	粒	3	kanji1	1
2742	潔	3	kanji1	1
2743	ソフト	3	multi	3
2744	商店	3	multi	2
2745	我が家	3	multi	3
2746	紫	3	kanji1	1
2747	一杯	3	multi	2
2748	スペ	3	multi	2
2749	ることができる	3	multi	7
2750	燥	3	kanji1	1
2751	尾	3	kanji1	1
2752	ログ	3	multi	2
2753	利用	3	multi	2
2754	痛み	3	multi	2
2755	が多く	3	multi	3
2756	文明	3	multi	2
2757	輸	3	kanji1	1
2758	ですし	3	multi	3
2759	ナル	3	multi	2
2760	色彩	3	multi	2
2761	鮮	3	kanji1	1
2762	未知	3	multi	2
2763	戒	3	kanji1	1
2764	網	3	kanji1	1
2765	伸び	3	multi	2
2766	家中	3	multi	2
2767	トリ	3	multi	2
2768	昴	3	kanji1	1
2769	露	3	kanji1	1
2770	日夜	3	multi	2
2771	配置	3	multi	2
2772	変え	3	multi	2
2773	方式	3	multi	2
2774	反射	3	multi	2
2775	恭	3	kanji1	1
2776	パターン	3	multi	4
2777	旧	3	kanji1	1
2778	一流	3	multi	2
2779	慎重	3	multi	2
2780	プラ	3	multi	2
2781	を迎え	3	multi	3
2782	心得	3	multi	2
2783	巨	3	kanji1	1
2784	漢	3	kanji1	1
2785	アクセ	3	multi	3
2786	癖	3	kanji1	1
2787	換え	3	multi	2
2788	旗	3	kanji1	1
2789	招	3	kanji1	1
2790	するために	3	multi	5
2791	個人	3	multi	2
2792	向上	3	multi	2
2793	磨	3	kanji1	1
2794	人々	3	multi	2
2795	使命	3	multi	2
2796	サポート	3	multi	4
2797	を取り	3	multi	3
2798	賢	3	kanji1	1
2799	擬	3	kanji1	1
2800	環境	3	multi	2
2801	くなりました	3	multi	6
2802	提案	3	multi	2
2803	作文	3	multi	2
2804	丁	3	kanji1	1
2805	崖	3	kanji1	1
2806	かかる	3	multi	3
2807	すこと	3	multi	3
2808	マンション	3	multi	5
2809	症状	3	multi	2
2810	かかり	3	multi	3
2811	中途	3	multi	2
2812	押し	3	multi	2
2813	蟲	3	kanji1	1
2814	推	3	kanji1	1
2815	扉	3	kanji1	1
2816	迫	3	kanji1	1
2817	ーション	3	multi	4
2818	各国	3	multi	2
2819	漫画	3	multi	2
2820	購	3	kanji1	1
2821	温度	3	multi	2
2822	そも	3	multi	2
2823	メイン	3	multi	3
2824	いただきました	3	multi	7
2825	ホームページ	3	multi	6
2826	込んだ	3	multi	3
2827	胃	3	kanji1	1
2828	かもしれませんが	3	multi	8
2829	それぞれ	3	multi	4
2830	フレ	3	multi	2
2831	トラブル	3	multi	4
2832	干	3	kanji1	1
2833	画面	3	multi	2
2834	逃避	3	multi	2
2835	巨大	3	multi	2
2836	希	3	kanji1	1
2837	居住	3	multi	2
2838	区	3	kanji1	1
2839	靴	3	kanji1	1
2840	のではない	3	multi	5
2841	一条	3	multi	2
2842	税	3	kanji1	1
2843	持ってい	3	multi	4
2844	ドイ	3	multi	2
2845	ティー	3	multi	3
2846	革命	3	multi	2
2847	表情	3	multi	2
2848	されていた	3	multi	5
2849	実際に	3	multi	3
2850	相当	3	multi	2
2851	不利	3	multi	2
2852	乞	3	kanji1	1
2853	きち	3	multi	2
2854	冠	3	kanji1	1
2855	ッツ	3	multi	2
2856	牢	3	kanji1	1
2857	億	3	kanji1	1
2858	死者	3	multi	2
2859	夫人	3	multi	2
2860	自動	3	multi	2
2861	シーン	3	multi	3
2862	ていく	3	multi	3
2863	っていない	3	multi	5
2864	助手	3	multi	2
2865	になっている	3	multi	6
2866	峰	3	kanji1	1
2867	リンク	3	multi	3
2868	灰	3	kanji1	1
2869	刺激	3	multi	2
2870	斐	3	kanji1	1
2871	騙	3	kanji1	1
2872	宣	3	kanji1	1
2873	脂	3	kanji1	1
2874	分からない	3	multi	5
2875	脈	3	kanji1	1
2876	昭	3	kanji1	1
2877	ぜひ	3	multi	2
2878	百年	3	multi	2
2879	というのは	3	multi	5
2880	大自然	3	multi	3
2881	思念	3	multi	2
2882	外国	3	multi	2
2883	いただいて	3	multi	5
2884	もあります	3	multi	5
2885	だと思います	3	multi	6
2886	寸	3	kanji1	1
2887	瓦	3	kanji1	1
2888	燈	3	kanji1	1
2889	脚	3	kanji1	1
2890	多少	3	multi	2
2891	が高い	3	multi	3
2892	署	3	kanji1	1
2893	がありました	3	multi	6
2894	重症	3	multi	2
2895	善	3	kanji1	1
2896	百万	3	multi	2
2897	学者	3	multi	2
2898	各	3	kanji1	1
2899	美味しい	3	multi	4
2900	ワイン	3	multi	3
2901	政治	3	multi	2
2902	信仰	3	multi	2
2903	空中	3	multi	2
2904	しまう	3	multi	3
2905	正面	3	multi	2
2906	と思っている	3	multi	6
2907	商人	3	multi	2
2908	地区	3	multi	2
2909	小学生	3	multi	3
2910	柴	3	kanji1	1
2911	愛情	3	multi	2
2912	全身	3	multi	2
2913	酪	3	kanji1	1
2914	触れ	3	multi	2
2915	眺	3	kanji1	1
2916	青山	3	multi	2
2917	ドレス	3	multi	3
2918	を使った	3	multi	4
2919	因果	3	multi	2
2920	学科	3	multi	2
2921	輝	3	kanji1	1
2922	てしまいました	3	multi	7
2923	桔	3	kanji1	1
2924	梗	3	kanji1	1
2925	嬉	3	kanji1	1
2926	威	3	kanji1	1
2927	なければならない	3	multi	8
2928	謀	3	kanji1	1
2929	借	3	kanji1	1
2930	同情	3	multi	2
2931	利益	3	multi	2
2932	就	3	kanji1	1
2933	第三	3	multi	2
2934	稿	3	kanji1	1
2935	教授	3	multi	2
2936	プロジェクト	3	multi	6
2937	掘	3	kanji1	1
2938	パーティ	3	multi	4
2939	日々	3	multi	2
2940	障	3	kanji1	1
2941	ドイツ	3	multi	3
2942	雷	3	kanji1	1
2943	辱	3	kanji1	1
2944	兼	3	kanji1	1
2945	炊	3	kanji1	1
2946	逝	3	kanji1	1
2947	国民	3	multi	2
2948	襟	3	kanji1	1
2949	スタイル	3	multi	4
2950	厨	3	kanji1	1
2951	資金	3	multi	2
2952	ブランド	3	multi	4
2953	ファイル	3	multi	4
2954	選び	3	multi	2
2955	妊娠	3	multi	2
2956	爪	3	kanji1	1
2957	信心	3	multi	2
2958	工夫	3	multi	2
2959	預	3	kanji1	1
2960	といった	3	multi	4
2961	閣	3	kanji1	1
2962	アー	3	multi	2
2963	提供	3	multi	2
2964	ジャー	3	multi	3
2965	呼ば	3	multi	2
2966	慶	3	kanji1	1
2967	哀	3	kanji1	1
2968	五年	3	multi	2
2969	胆	3	kanji1	1
2970	地震	3	multi	2
2971	惨	3	kanji1	1
2972	在	3	kanji1	1
2973	澪	3	kanji1	1
2974	十三	3	multi	2
2975	圭	3	kanji1	1
2976	周り	3	multi	2
2977	仕事を	3	multi	3
2978	耐	3	kanji1	1
2979	揚	3	kanji1	1
2980	候	3	kanji1	1
2981	楠	3	kanji1	1
2982	灼	3	kanji1	1
2983	呆	3	kanji1	1
2984	バランス	3	multi	4
2985	作品	3	multi	2
2986	宴	3	kanji1	1
2987	串	3	kanji1	1
2988	なりません	3	multi	5
2989	ダー	3	multi	2
2990	敏	3	kanji1	1
2991	技術	3	multi	2
2992	ことができる	3	multi	6
2993	肘	3	kanji1	1
2994	本田	3	multi	2
2995	刹	3	kanji1	1
2996	センター	2	multi	4
2997	を超	2	multi	2
2998	制作	2	multi	2
2999	合同	2	multi	2
3000	訓練	2	multi	2
3001	鎖	2	kanji1	1
3002	名誉	2	multi	2
3003	挽回	2	multi	2
3004	ファー	2	multi	3
3005	坑	2	kanji1	1
3006	子ど	2	multi	2
3007	訂	2	kanji1	1
3008	ことがあります	2	multi	7
3009	スピ	2	multi	2
3010	正式	2	multi	2
3011	仇	2	kanji1	1
3012	侍	2	kanji1	1
3013	棚	2	kanji1	1
3014	一件	2	multi	2
3015	柳	2	kanji1	1
3016	詞	2	kanji1	1
3017	にとっては	2	multi	5
3018	を集め	2	multi	3
3019	弄	2	kanji1	1
3020	学期	2	multi	2
3021	していく	2	multi	4
3022	明らか	2	multi	3
3023	核	2	kanji1	1
3024	アジ	2	multi	2
3025	キャラ	2	multi	3
3026	筒	2	kanji1	1
3027	することが	2	multi	5
3028	叫	2	kanji1	1
3029	ビュー	2	multi	3
3030	叉	2	kanji1	1
3031	リフォ	2	multi	3
3032	国道	2	multi	2
3033	堪	2	kanji1	1
3034	智	2	kanji1	1
3035	冷却	2	multi	2
3036	羊	2	kanji1	1
3037	相互	2	multi	2
3038	作用	2	multi	2
3039	践	2	kanji1	1
3040	名字	2	multi	2
3041	通常	2	multi	2
3042	洪水	2	multi	2
3043	元素	2	multi	2
3044	磁	2	kanji1	1
3045	引力	2	multi	2
3046	消息	2	multi	2
3047	中央	2	multi	2
3048	ほぼ	2	multi	2
3049	繁	2	kanji1	1
3050	ださい	2	multi	3
3051	郭	2	kanji1	1
3052	小型	2	multi	2
3053	みると	2	multi	3
3054	大学生	2	multi	3
3055	ていない	2	multi	4
3056	野生	2	multi	2
3057	植物	2	multi	2
3058	区域	2	multi	2
3059	演出	2	multi	2
3060	になってしまう	2	multi	7
3061	水中	2	multi	2
3062	右手	2	multi	2
3063	溶	2	kanji1	1
3064	睡	2	kanji1	1
3065	大道	2	multi	2
3066	人物	2	multi	2
3067	随	2	kanji1	1
3068	痴	2	kanji1	1
3069	一口	2	multi	2
3070	慎	2	kanji1	1
3071	腑	2	kanji1	1
3072	萩	2	kanji1	1
