# step1_0921z: cold ranks 1-1900 of reports/piece_coverage_ranked_2026_09_21.tsv, re-cut against rows_step1_0921_s30k ext_ids; units of 6+ glyphs dropped (no cell or bubble holds them at a readable size)
# piece	count	class	glyphs	ext_id	src_rank
的な	9	multi	2	26175	1782
固	9	kanji1	1	1639	1783
こともある	9	multi	5	28299	1784
カード	9	multi	3	26015	1785
貨	9	kanji1	1	9553	1786
泉	9	kanji1	1	2155	1787
汗	9	kanji1	1	2931	1788
簡単に	9	multi	3	27139	1789
刑事	9	multi	2	3715	1790
卓	9	kanji1	1	3490	1791
社会	9	multi	2	1438	1792
ライブ	9	multi	3	27214	1793
と思います	9	multi	5	25818	1794
もり	9	multi	2	26126	1795
刻	9	kanji1	1	1576	1796
とする	9	multi	3	26978	1797
ポン	9	multi	2	27597	1799
墓	9	kanji1	1	6575	1800
陰	9	kanji1	1	14779	1802
罪	9	kanji1	1	2493	1803
乙	9	kanji1	1	2979	1804
により	9	multi	3	26376	1805
くなり	9	multi	3	25798	1806
ようです	9	multi	4	26334	1807
にくい	9	multi	3	27733	1808
決定	9	multi	2	11347	1809
果	9	kanji1	1	156	1810
限り	9	multi	2	27231	1811
銀	9	kanji1	1	5004	1812
改	9	kanji1	1	102	1813
何度	9	multi	2	28238	1814
殴	9	kanji1	1	21184	1815
贈	9	kanji1	1	21121	1816
暮	9	kanji1	1	11800	1817
健康	9	multi	2	1803	1818
珍	9	kanji1	1	2924	1819
留	9	kanji1	1	1447	1820
科	9	kanji1	1	819	1821
腰	9	kanji1	1	4138	1822
初恋	9	multi	2	20200	1823
過去	9	multi	2	11020	1824
布	9	kanji1	1	517	1826
ドル	8	multi	2	26794	1827
ドラ	8	multi	2	26079	1828
不能	8	multi	2	534	1829
開始	8	multi	2	7160	1830
参加	8	multi	2	3111	1831
認め	8	multi	2	27657	1832
今回の	8	multi	3	27094	1833
を作	8	multi	2	26116	1834
ライト	8	multi	3	27888	1835
武器	8	multi	2	6729	1836
節	8	kanji1	1	7547	1837
意見	8	multi	2	19476	1838
出てくる	8	multi	4	28304	1839
僧	8	kanji1	1	7965	1840
教師	8	multi	2	19803	1841
医	8	kanji1	1	1407	1842
表	8	kanji1	1	83	1843
十五	8	multi	2	3560	1844
何度も	8	multi	3	28239	1845
疑	8	kanji1	1	1606	1846
璧	8	kanji1	1	16754	1847
使える	8	multi	3	27836	1848
適	8	kanji1	1	3076	1849
変わる	8	multi	3	28343	1850
養	8	kanji1	1	8419	1851
ジョ	8	multi	2	27523	1852
具	8	kanji1	1	954	1853
を使う	8	multi	3	27615	1854
損	8	kanji1	1	5556	1855
当日	8	multi	2	9816	1856
ビル	8	multi	2	27986	1857
カメラ	8	multi	3	27495	1858
生日	8	multi	2	7510	1859
辛	8	kanji1	1	2602	1860
書いて	8	multi	3	27012	1861
時期	8	multi	2	20328	1862
華	8	kanji1	1	6966	1863
吐	8	kanji1	1	3427	1864
症	8	kanji1	1	1850	1865
勤	8	kanji1	1	2327	1866
要求	8	multi	2	3907	1867
躍	8	kanji1	1	21186	1868
間違い	8	multi	3	27744	1869
自身	8	multi	2	3985	1870
即	8	kanji1	1	1219	1871
暮ら	8	multi	2	27808	1872
本来	8	multi	2	4372	1873
陽	8	kanji1	1	9673	1874
亭	8	kanji1	1	6726	1875
を考え	8	multi	3	27011	1876
乾	8	kanji1	1	3691	1877
別の	8	multi	2	27498	1878
最低	8	multi	2	6549	1879
ッグ	8	multi	2	26125	1880
千万	8	multi	2	3550	1881
伝え	8	multi	2	26778	1882
曹	8	kanji1	1	4288	1883
んでいる	8	multi	4	26888	1884
箱	8	kanji1	1	889	1885
までの	8	multi	3	27184	1886
スピード	8	multi	4	28558	1887
深い	8	multi	2	28159	1888
んですが	8	multi	4	27257	1889
一方	8	multi	2	7234	1890
今回	8	multi	2	26003	1891
ければ	8	multi	3	25728	1892
能力	8	multi	2	1867	1893
スタ	8	multi	2	25566	1894
先行	8	multi	2	8968	1895
溺	8	kanji1	1	13152	1896
ができる	8	multi	4	27070	1897
河	8	kanji1	1	1562	1898
為	8	kanji1	1	1812	1899
違って	8	multi	3	28257	1900
いろんな	8	multi	4	28335	1901
期	8	kanji1	1	104	1902
替	8	kanji1	1	2358	1903
池	8	kanji1	1	2298	1904
停	8	kanji1	1	1262	1905
に向	8	multi	2	28621	1906
厳しい	8	multi	3	28524	1907
ものの	8	multi	3	26870	1908
載	8	kanji1	1	5344	1909
岩	8	kanji1	1	4162	1910
初心	8	multi	2	5189	1911
タイプ	8	multi	3	26758	1912
グラ	8	multi	2	26616	1913
もなく	8	multi	3	27285	1914
一個	8	multi	2	6061	1915
替え	8	multi	2	26776	1916
温泉	8	multi	2	9384	1917
西	8	kanji1	1	667	1918
反省	8	multi	2	17043	1919
安い	8	multi	2	26995	1920
ほか	8	multi	2	27062	1921
希望	8	multi	2	1957	1923
主人	8	multi	2	4568	1924
本人	8	multi	2	4068	1925
荒	8	kanji1	1	3343	1926
キング	8	multi	3	26030	1927
十年	8	multi	2	2565	1928
副	8	kanji1	1	1424	1929
可愛い	8	multi	3	28374	1930
ホテル	8	multi	3	26698	1931
逢	8	kanji1	1	4876	1932
盗	8	kanji1	1	2656	1933
造	8	kanji1	1	767	1934
記者	8	multi	2	12810	1935
全国	8	multi	2	2409	1936
熟	8	kanji1	1	2163	1937
半年	8	multi	2	2609	1938
司	8	kanji1	1	738	1939
章	8	kanji1	1	405	1940
桂	8	kanji1	1	2940	1941
杷	8	kanji1	1	21826	1942
塔	7	kanji1	1	3155	1943
を探	7	multi	2	26119	1944
公園	7	multi	2	19039	1945
最終	7	multi	2	19155	1946
慢	7	kanji1	1	1922	1947
祈	7	kanji1	1	5731	1948
られます	7	multi	4	26903	1949
タル	7	multi	2	27028	1950
忠	7	kanji1	1	3284	1951
評	7	kanji1	1	11925	1952
続ける	7	multi	3	28012	1953
橋	7	kanji1	1	14380	1954
護	7	kanji1	1	3664	1955
季	7	kanji1	1	1481	1956
強く	7	multi	2	27747	1957
午	7	kanji1	1	270	1958
子ども	7	multi	3	26680	1959
母親	7	multi	2	16952	1960
少女	7	multi	2	7335	1961
家庭	7	multi	2	3114	1962
貫	7	kanji1	1	21139	1963
誓	7	kanji1	1	5446	1964
修行	7	multi	2	9906	1965
すぎて	7	multi	3	28230	1966
と言う	7	multi	3	26645	1967
踏	7	kanji1	1	2938	1968
使え	7	multi	2	28197	1969
個	7	kanji1	1	1632	1970
制服	7	multi	2	18915	1971
ただし	7	multi	3	27962	1972
拳	7	kanji1	1	3413	1973
カップ	7	multi	3	27968	1974
パソコン	7	multi	4	27905	1975
ときに	7	multi	3	26594	1976
るように	7	multi	4	27046	1977
謝	7	kanji1	1	5736	1978
不足	7	multi	2	4029	1980
ダイ	7	multi	2	26077	1981
といえば	7	multi	4	28278	1982
年の	7	multi	2	26502	1983
