row	stem	box	det_score	engine	kind_rec	text_rec	kind_hand	text_hand	status	src_row	note
329	12540050	[30, 747, 232, 770]	0.8963	animetext+sfx_reader	speech	正直体目当てで見てるわw	speech	正直体目当てで見てるわw	checked	133	
330	12540050	[327, 780, 487, 803]	0.8937	animetext+sfx_reader	speech	次はもっと金積も・・・	speech	次はもっと金積も…	checked	129	
331	12557736	[720, 9, 842, 296]	0.9475	animetext+sfx_reader	speech	エロ配信中にリスナーに凸られたドスケベ女配信者	speech	エロ配信中に リスナーに凸られた ドスケベ女配信者	checked	134	
332	12557736	[417, 200, 450, 301]	0.8406	animetext+sfx_reader	speech	えっ・・・・?	speech	えっ…？	drafted		opus: hand-lettered, no bubble; kind kept as speech to match checked sibling #334
333	12557736	[367, 205, 403, 320]	0.8149	animetext+sfx_reader	sfx	だれ・・・っ・	sfx	だれ…っ	drafted		opus: trailing small mark (dot or tiny ♡) unresolved at this size
334	12557736	[373, 324, 422, 354]	0.5827	animetext+sfx_reader	speech	クイッ	speech	nイッ	checked	135	
335	12557736	[209, 774, 376, 805]	0.9149	animetext+sfx_reader	speech	このおっさん、誰だ?	speech	このおっさん、誰だ？	checked	136	
336	12557736	[103, 891, 228, 920]	0.9098	animetext+sfx_reader	speech	ちんこでけえ・・・	speech	ちんこでけえ…	checked	137	
337	12557736	[76, 992, 201, 1021]	0.903	animetext+sfx_reader	speech	おい、やばくね?	speech	おい、やばくね？	checked	138	
338	12557736	[99, 1099, 201, 1126]	0.9108	animetext+sfx_reader	speech	仕込みだろw	speech	仕込みだろw	checked	139	
339	12569446	[513, 6, 664, 117]	0.7813	animetext+sfx_reader	sfx	ぱん♥	sfx	ぱん♡	drafted		
340	12569446	[370, 39, 458, 277]	0.9594	animetext+sfx_reader	speech	凸リスナーのおっさんにパメられる姿をお届け中のドスケベ女配信者	speech	凸りスナーのおっさんに ハメられる姿をお届け中の ドスケベ女配信者	checked	140	
341	12569446	[241, 109, 319, 254]	0.9082	animetext+sfx_reader	speech	おおおっ♡	sfx	お゙お゙お゙っ♡	draft		opus: kind changed: burst bubble; dakuten hatch on each お; heart/っ count uncertain
342	12569446	[469, 141, 534, 190]	0.5104	animetext+sfx_reader	speech	おっ♡	sfx	お゙っ♡♡	drafted		opus: kind changed: burst bubble; dakuten hatch on お; two hearts
343	12569446	[870, 183, 1009, 270]	0.5677	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	drafted		opus: heart missing from the machine read
344	12569446	[118, 205, 219, 254]	0.9327	animetext+sfx_reader	speech	同接すげえ伸びてるw	speech	同接すげえ 伸びてるw	checked	141	
345	12569446	[448, 271, 533, 357]	0.6613	animetext+sfx_reader	sfx	ズグッ	sfx	イグッ	draft		opus: burst bubble; dakuten hatch on the kana, reading イグッ
346	12569446	[69, 282, 241, 328]	0.9232	animetext+sfx_reader	speech	やべえ、聞いたことない声出してる・・	speech	やべえ、聞いたことない 声出してる…	checked	142	
347	12569446	[843, 299, 997, 388]	0.3306	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		
348	12569446	[274, 342, 366, 407]	0.5694	animetext+sfx_reader	speech	おおっ	sfx	お゙お゙っ	drafted		opus: kind changed: burst bubble; hearts sit outside the box
349	12569446	[110, 357, 248, 386]	0.9017	animetext+sfx_reader	speech	俺のるーらんが・・・	speech	俺のるーらんが	checked	143	
350	12569446	[105, 421, 214, 463]	0.9291	animetext+sfx_reader	speech	変わってくれ、おっさん	speech	変わってくれ、 おっさん	checked	144	
351	12569446	[849, 436, 999, 547]	0.6951	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	drafted		
352	12569446	[774, 585, 862, 803]	0.8956	animetext+sfx_reader	sfx	ガクガク・・・・♡	sfx	ガクガク…♡	checked	145	heart at the bottom uncertain
353	12569446	[325, 760, 384, 794]	0.3847	animetext+sfx_reader	sfx	ガタ	sfx	ガタ	drafted		
354	12569446	[381, 782, 437, 819]	0.4565	animetext+sfx_reader	sfx	ガタ	sfx	ガタ	drafted		
355	12651281	[880, 55, 998, 374]	0.9623	animetext+sfx_reader	speech	推しを目の前にこ人かになってつらいですかぁ~?	speech	推しを目の前にこんなになってつらいですかぉ～？	checked	146	
356	12651281	[271, 64, 361, 377]	0.9547	animetext+sfx_reader	speech	でも、手は出せないですよね~♡	speech	でも、手は出せないですよね～♡	checked	147	
357	12651281	[95, 359, 153, 428]	0.7332	animetext+sfx_reader	speech	ヒラッ	speech	ムラッ	drafted		opus: in a hand-drawn balloon
358	12651281	[24, 385, 61, 484]	0.8046	animetext+sfx_reader	speech	いラッ	speech	ムラッ	drafted		opus: in a hand-drawn balloon
359	12651281	[363, 442, 472, 470]	0.8173	animetext+sfx_reader	sfx	カリ♡カリ♡	sfx	カリ♡カリ♡	drafted		
360	12651281	[1020, 465, 1075, 490]	0.6321	animetext+sfx_reader	sfx	スリ♡	sfx	スリ♡	drafted		
361	12651281	[1036, 508, 1087, 538]	0.5963	animetext+sfx_reader	sfx	スリ♡	sfx	スリ♡	drafted		
362	12651282	[53, 257, 112, 547]	0.9241	animetext+sfx_reader	speech	禁止ですよぉ?	speech	林禁止ですよぶ	checked	149	
363	12651282	[626, 263, 714, 535]	0.9502	animetext+sfx_reader	speech	推しに手を出すのは	speech	推しに手を	checked	148	
364	12651282	[181, 1135, 264, 1244]	0.7715	animetext+sfx_reader	sfx	ムラッ	speech	ムラッ	drafted		opus: kind changed: inside a hand-drawn balloon (cf. #357/#358)
365	12651282	[533, 1163, 616, 1245]	0.772	animetext+sfx_reader	sfx	ムラッ	speech	ムラッ	drafted		opus: kind changed: inside a hand-drawn balloon (cf. #357/#358)
366	12833556	[1054, 233, 1110, 412]	0.9513	animetext+sfx_reader	speech	クライさん以外の男性に裸を見られるなんて迂闊でした・・・・	speech	クライさん以外の 男性に裸を見られるなんて 迂闊でした……	checked	150	
367	12833556	[651, 296, 708, 482]	0.9508	animetext+sfx_reader	speech	ちょうど研究素材が不足してたところなので眠ってもらいましょうか・・・	speech	ちょうど研究素材が 不足してたところなので 眠ってもらいましょうか…	checked	151	
368	12833556	[42, 335, 77, 408]	0.8218	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
369	12833556	[449, 386, 510, 463]	0.5461	animetext+sfx_reader	sfx	びくん	sfx	びく♡	drafted		opus: tail is ♡, machine read ん
370	12833556	[480, 509, 608, 789]	0.8946	animetext+sfx_reader	sfx	ぱん♡ぱん♡	sfx	ぱん♡ ぱん♡	drafted		opus: two columns
371	12833556	[127, 574, 207, 684]	0.504	animetext+sfx_reader	sfx	プシー♡	sfx	プシー♡	drafted		
372	12849273	[648, 67, 752, 315]	0.6921	animetext+sfx_reader	sfx	バチュレ	sfx	バチュ♡	drafted		opus: tail is ♡, machine read レ
373	12849273	[1095, 205, 1166, 456]	0.9555	animetext+sfx_reader	speech	ちょっとおじさん!さっきからじろじろ見てるのわかってますよー	speech	ちょっとおじさん！ さっきからじろじろ見てるの わかってますよー	checked	152	
374	12849273	[638, 346, 736, 590]	0.729	animetext+sfx_reader	sfx	バチュレ	sfx	バチュ♡	drafted		opus: tail is ♡, machine read レ
375	12996775	[26, 58, 634, 86]	0.7936	animetext+sfx_reader	speech	床に足がつかないくらい腰持ち上げられてパックでハメられてるフェルンお願	speech	床に足がつかないくらい腰持ち上げられてバックでハメられてるフェルンお願	checked	153	
376	12996775	[338, 135, 416, 161]	0.7853	animetext+sfx_reader	chrome	わポスト	chrome	ポスト	checked	156	
377	12996775	[57, 136, 137, 161]	0.8709	animetext+sfx_reader	chrome	完了にする	chrome	完了にする	checked	154	
378	12996775	[213, 137, 290, 160]	0.7948	animetext+sfx_reader	chrome	お気に入り	chrome	お気に入り	checked	155	
379	12996775	[108, 182, 179, 214]	0.7678	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
380	12996775	[472, 194, 540, 242]	0.4036	animetext+sfx_reader	speech	ひゃく♡	sfx	びく♡	drafted		opus: kind changed: onomatopoeia on artwork (siblings #379/#381 are sfx)
381	12996775	[847, 403, 927, 599]	0.927	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		
382	12996775	[483, 629, 549, 755]	0.5213	animetext+sfx_reader	sfx	プシー	sfx	プシー♡	drafted		opus: trailing mark is tiny; read as ♡
383	12996775	[829, 694, 897, 849]	0.9005	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		
384	13038938	[120, 49, 434, 98]	0.6112	animetext+sfx_reader	speech	フルネルソンセックス体位をすぎましたっ	speech	フルネルソンセックス体位をすたつ	checked	157	
385	13038938	[137, 151, 211, 176]	0.452	animetext+sfx_reader	chrome	完了にする	chrome	完了にする	checked	158	
386	13175897	[403, 29, 525, 318]	0.9357	animetext+sfx_reader	speech	温水くん!!彼女が家に来てるのに何もしないなんてありえるのかな!	speech	温水く人！！ 彼女が家に 来てるのに 何もしないな人て ありえるのかな！	checked	162	
387	13175897	[504, 338, 581, 462]	0.9294	animetext+sfx_reader	speech	そ、それは段階ってのがあって...	speech	そ、それは 段階ってのが あって…	drafted	161	split 2 ways from old #161 (hand: そそれは 段階ってのが あって… 最初は 健全な 付き合いから…)
388	13175897	[413, 349, 493, 492]	0.8791	animetext+sfx_reader	speech	最初は健全な付き合いから・・・	speech	最初は 健全な 付き合いから…	drafted	161	split 2 ways from old #161 (hand: そそれは 段階ってのが あって… 最初は 健全な 付き合いから…)
389	13175897	[113, 606, 166, 722]	0.9473	animetext+sfx_reader	speech	ハ奈見さん!?	speech	八奈見	checked	164	
390	13175897	[668, 826, 701, 942]	0.9258	animetext+sfx_reader	speech	さわって	speech	さわって	checked	159	
391	13175897	[176, 827, 214, 983]	0.9351	animetext+sfx_reader	speech	いいから!	speech	いいから	checked	163	
392	13175897	[627, 1005, 653, 1099]	0.9133	animetext+sfx_reader	speech	えっ・・・	speech	えっ…	checked	160	
393	13177874	[70, 583, 107, 705]	0.9124	animetext+sfx_reader	sfx	ぷるく♡	sfx	ぷるく♡	drafted		
394	13204500	[771, 72, 811, 189]		hand_only	speech	來吧、	speech	來吧、	unchecked	165	no AnimeText record covers this old box
395	13204500	[772, 72, 810, 562]	0.8607	animetext+sfx_reader	speech	來吧ー、跟畫面前的觀眾們報告一下	speech	來吧ー、 跟畫面前的觀眾們報告一下	drafted	166	split 2 ways from old #166 (hand: 跟畫面前的觀眾們報告一下 你被大叔的精液灌滿的地方吧); old #165 fragment inside: 來吧、; opus: box spans two panels; long dash after 來吧
396	13204500	[162, 76, 200, 563]	0.8899	animetext+sfx_reader	speech	腿再開一點讓大家看得更清楚些ー♡	speech	腿再開一點讓大家看得更清楚些ー♡	drafted	168	split 3 ways from old #168 (hand: 腿再開一點讓大家看得更清楚些 嗚嗚…大叔好H…); opus: one sentence spanning a panel gutter
397	13204500	[679, 155, 718, 485]	0.9143	animetext+sfx_reader	speech	討厭...太羞恥了啦...	speech	討厭…太羞恥了啦…	checked	167	
398	13204500	[87, 236, 146, 269]	0.2763	animetext+sfx_reader	speech	REC	speech	REC	drafted	168	split 3 ways from old #168 (hand: 腿再開一點讓大家看得更清楚些 嗚嗚…大叔好H…); opus: kind changed: recording UI overlay (● REC); opus kind chrome reverted to user speech
399	13204500	[102, 275, 141, 570]	0.9114	animetext+sfx_reader	speech	鳴鳴...大叔好H...♡	speech	嗚嗚…大叔好H…♡	drafted	168	split 3 ways from old #168 (hand: 腿再開一點讓大家看得更清楚些 嗚嗚…大叔好H…); opus: 嗚 (not 鳴)
400	13204500	[735, 342, 771, 794]	0.6891	animetext+sfx_reader	speech	前的觀眾們報告一下你被大叔的精液灌滿的地方吧♥	speech	你被大叔的精液灌滿的地方吧♡	drafted	166	split 2 ways from old #166 (hand: 跟畫面前的觀眾們報告一下 你被大叔的精液灌滿的地方吧); opus: machine read included the neighbouring column
401	13379685	[367, 642, 512, 734]	0.7893	animetext+sfx_reader	chrome	ドンナッ	chrome	ンメ クリーニング	checked	169	clothing print
402	13558963	[755, 155, 779, 204]	0.8276	animetext+sfx_reader	speech	ほーッ	speech	ほーッ	draft		opus: tiny balloon (24x49 px); ほ/ぽ and the tail glyph uncertain
403	13558963	[839, 222, 869, 286]	0.7917	animetext+sfx_reader	sfx	ぶくん	sfx	びく♡	drafted		D1 hand pass #19 real_text=y; opus: machine read ぶくん
404	13558963	[320, 250, 353, 313]	0.6561	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
405	13558963	[863, 378, 912, 485]	0.8534	animetext+sfx_reader	sfx	ぱちゅ♡	sfx	ぱちゅ♡	checked	171	
406	13558963	[254, 390, 312, 485]	0.8673	animetext+sfx_reader	sfx	ぱちゅ♡	sfx	ぱちゅ♡	drafted		
407	13558963	[953, 412, 994, 493]	0.7574	animetext+sfx_reader	sfx	ぱちゅ	sfx	ぱちゅ♡	checked	170	
408	13558963	[177, 432, 228, 526]	0.8373	animetext+sfx_reader	sfx	ぱちゅ♡	sfx	ぱちゅ♡	drafted		
409	13659981	[372, 112, 422, 166]	0.4978	animetext+sfx_reader	speech	はっ♡はっ	speech	はっ♡ はっ♡	drafted		opus: two blocks; the lower heart sits on the box edge
410	13785620	[665, 227, 746, 365]	0.7939	animetext+sfx_reader	sfx	びくゃ	sfx	びく♡	drafted		
411	13785620	[515, 275, 559, 373]	0.8364	animetext+sfx_reader	sfx	クュッ	sfx	クッ♡	draft		opus: angular lettering; first glyph ク/ワ uncertain, tail read as ♡
412	13785620	[132, 320, 189, 424]	0.4677	animetext+sfx_reader	speech	はっゥ	speech	はっゥ	draft		opus: third glyph uncertain (ゥ / ♡ / ん)
413	13785620	[171, 560, 245, 703]	0.5384	animetext+sfx_reader	sfx	じくん	sfx	じく♡	drafted		opus: tail is ♡, machine read ん
414	13785620	[667, 689, 729, 1011]	0.3408	animetext+sfx_reader	speech	スーくにくに☆	sfx	スーくにくに♡	drafted		D1 hand pass #20 real_text=y; opus: kind changed: onomatopoeia on artwork; tail is ♡ not ☆
415	13785620	[207, 751, 259, 929]	0.5801	animetext+sfx_reader	speech	たぷんー	sfx	たぷん♡	drafted		opus: kind changed: onomatopoeia on artwork; tail is ♡
416	13785620	[279, 957, 348, 1179]	0.7601	animetext+sfx_reader	sfx	くにくに☆	sfx	くにくに♡	drafted		opus: tail is ♡ not ☆
417	13785760	[39, 139, 93, 305]	0.906	animetext+sfx_reader	sfx	ぴゅ~♡	sfx	ぴゅ~♡	drafted		D1 hand pass #21 real_text=y
418	13785760	[582, 604, 681, 649]	0.7647	animetext+sfx_reader	sfx	ついつい♪	sfx	ついつい♡	drafted		opus: tail is ♡ not ♪
419	13790133	[672, 33, 714, 99]	0.4512	animetext+sfx_reader	speech	あっ	speech	あっ	drafted	174	split 2 ways from old #174 (hand: カトの提… 早くっいい あっとあっ)
420	13790133	[1202, 146, 1259, 251]	0.2519	animetext+sfx_reader	speech	ふーっ	speech	ふーっ	draft		opus: thin lettering; could also be two へ-like marks around a long stroke
421	13790133	[659, 170, 708, 237]	0.6105	animetext+sfx_reader	speech	あっ	speech	あっ	drafted	174	split 2 ways from old #174 (hand: カトの提… 早くっいい あっとあっ)
422	13790133	[290, 188, 464, 280]	0.5788	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		
423	13790133	[1211, 314, 1253, 411]	0.6796	animetext+sfx_reader	speech	はぁっ	speech	はぁっ	checked	172	
424	13790133	[188, 371, 340, 441]	0.7761	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	checked	175	
425	13790133	[1070, 446, 1115, 529]	0.8616	animetext+sfx_reader	sfx	ぱぁ♡	sfx	はぁ♡	checked	173	small ぁ (was はあ♡; col100 A/B sheet 2026-09-06)
426	13790133	[38, 536, 185, 658]	0.6184	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	checked	176	
427	13790779	[12, 414, 64, 554]	0.8911	animetext+sfx_reader	sfx	ペニンマ	sfx		draft		opus: thin pencil, illegible; first glyph looks like ぺ
428	13791113	[269, 69, 372, 129]	0.3346	animetext+sfx_reader	speech	はぁ♡	speech	はぁ♡	drafted		
429	13791113	[696, 225, 800, 441]	0.7549	animetext+sfx_reader	sfx	パン♥	sfx	パン♡	checked	177	uncertain
430	13791113	[456, 262, 543, 380]	0.6508	animetext+sfx_reader	speech	へはぁッ	speech	はぁ♡	drafted		opus: machine read the emphasis arcs as glyphs
431	13791113	[571, 296, 661, 496]	0.817	animetext+sfx_reader	sfx	パン♥	sfx	パン♡	drafted		
432	13791113	[64, 428, 114, 526]	0.8101	animetext+sfx_reader	speech	あっ♥	speech	あっ♡	drafted		
433	13791113	[62, 774, 111, 903]	0.7762	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
434	13791113	[779, 859, 833, 983]	0.8482	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
435	13798912	[61, 371, 112, 622]	0.9253	animetext+sfx_reader	sfx	にゃ、にゃあ♡	sfx	にゃ、にゃあ♡	checked	178	vocalisation
436	13798937	[707, 515, 807, 580]	0.4968	animetext+sfx_reader	speech	ひく	sfx	びく♡	drafted		D1 hand pass #22 real_text=y; opus: kind changed: onomatopoeia on artwork; dakuten (not handakuten)
437	13798937	[180, 551, 273, 604]	0.3104	animetext+sfx_reader	speech	ひく	sfx	びく♡	drafted		opus: kind changed: onomatopoeia on artwork
438	13798937	[134, 712, 227, 761]	0.7261	animetext+sfx_reader	sfx	かっッ	sfx	かっ♡	drafted		opus: tail is ♡; second glyph read as small っ
439	13798937	[598, 913, 658, 1111]	0.9095	animetext+sfx_reader	sfx	くにくにッ	sfx	くにくに♡	drafted		opus: tail is ♡, machine read ッ
440	13798937	[505, 1004, 563, 1222]	0.9163	animetext+sfx_reader	sfx	くにくにく	sfx	くにくに♡	checked	179	
441	13799323	[875, 115, 1020, 222]	0.7161	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	drafted		
442	13799323	[591, 158, 708, 203]	0.842	animetext+sfx_reader	sfx	びく	sfx	びく♡	drafted		
443	13799323	[81, 248, 122, 367]	0.8594	animetext+sfx_reader	sfx	ぱーッ	sfx	ぱー♡	drafted		opus: left edge of ぱ clipped by the box; tail is ♡
444	13799323	[1075, 267, 1207, 531]	0.63	animetext+sfx_reader	sfx	ぱん~	sfx	ぱん♡	drafted		opus: a long wavy line sits left of the word (may be a 〜 or artwork)
445	13799323	[469, 360, 507, 431]	0.676	animetext+sfx_reader	speech	ヘッ	speech	へっ♡	drafted		
446	13799323	[363, 485, 405, 564]	0.6369	animetext+sfx_reader	speech	へっ	speech	へっ♡	drafted		
447	13799323	[201, 513, 237, 585]	0.5992	animetext+sfx_reader	speech	へっ♡	speech	へっ♡	drafted		
448	13799323	[1116, 580, 1217, 787]	0.8755	animetext+sfx_reader	sfx	ぱく	sfx	ぱん♡	drafted		opus: machine read ぱく
449	13799323	[1139, 604, 1198, 718]	0.3982	animetext+sfx_reader	sfx	ぱん	sfx	ぱん	drafted		opus: no heart inside this box
450	13799752	[157, 95, 186, 207]	0.3289	animetext+sfx_reader	sfx	くーっ	sfx	くーっ	drafted		opus: faint thin white lettering
451	13801768	[691, 0, 798, 200]	0.9441	animetext+sfx_reader	sfx	ぱん♥	sfx	ぱん♡	checked	183	
452	13801768	[879, 0, 1017, 185]	0.8696	animetext+sfx_reader	sfx	ぱん♥	sfx	ぱん♡	checked	182	
453	13801768	[368, 42, 507, 113]	0.3744	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
454	13801768	[4, 183, 75, 323]	0.7417	animetext+sfx_reader	sfx	ばぁ♥♥	sfx	はぁ♡♡	draft		opus: 3-4 hearts scattered around the box; count uncertain
455	13801768	[1158, 216, 1247, 473]	0.3793	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	checked	180	
456	13801768	[280, 253, 334, 350]	0.8854	animetext+sfx_reader	speech	はぁ♡	speech	はあッ	checked	186	
457	13801768	[0, 395, 153, 742]	0.9276	animetext+sfx_reader	speech	もっとやれいってくだしゃあい♡お師匠林ぁ・・・♡♡	speech	しゃぁ 书師匠林	checked	187	
458	13801768	[1094, 401, 1207, 681]	0.2975	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	checked	181	
459	13801768	[223, 541, 321, 588]	0.5547	animetext+sfx_reader	sfx	びくん	sfx	びく♡	drafted		
460	13801768	[460, 650, 568, 701]	0.7113	animetext+sfx_reader	sfx	ブルン♥	sfx	ブルン♡	checked	185	
461	13801768	[630, 709, 764, 752]	0.8095	animetext+sfx_reader	sfx	ブルン♥	sfx	ブルン♡	checked	184	
462	13834320	[62, 140, 120, 448]	0.9335	animetext+sfx_reader	speech	またイってしまいますっ♥孫偵様ぁ~	speech	またイってしまいますっ 探偵様あ（（～）	checked	188	
463	13834320	[593, 216, 623, 315]	0.369	animetext+sfx_reader	sfx	びくん	sfx	びく♡	drafted		
464	13834320	[556, 577, 643, 660]	0.4188	animetext+sfx_reader	sfx	ぱくん	sfx	ぱん♡	drafted		opus: machine read ぱくん
465	13834320	[717, 595, 830, 680]	0.6683	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	checked	189	
466	13834320	[219, 713, 257, 797]	0.7123	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
467	13834320	[715, 819, 837, 897]	0.699	animetext+sfx_reader	sfx	ぱん♡	sfx	ぱん♡	drafted		
468	13834320	[265, 907, 294, 982]	0.8382	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
469	13834320	[717, 978, 846, 1047]	0.7449	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	checked	190	
470	13834320	[616, 1083, 725, 1149]	0.6351	animetext+sfx_reader	sfx	ぱん	sfx	ぱん♡	drafted		
471	14027268	[523, 45, 614, 296]	0.9528	animetext+sfx_reader	speech	プロデューサ~っ♡♡早くぅ♡早くぅ♡おちくちくくださいっ~♡	speech	プロデューサー早くう♡ 早くう♡ おちんちんくなさい♡♡	checked	192	
472	14027268	[172, 96, 196, 128]	0.8233	animetext+sfx_reader	speech	はっ	speech	はっ♡	drafted		opus: heart inside the balloon
473	14027268	[158, 180, 178, 212]	0.822	animetext+sfx_reader	speech	はっ♡	speech	はっ♡	drafted		
474	14027268	[459, 220, 480, 252]	0.8466	animetext+sfx_reader	speech	はっ♡	speech	はっ♡	drafted		
475	14027268	[159, 243, 181, 277]	0.8013	animetext+sfx_reader	speech	はっ♡	speech	はっ♡	drafted		
476	14027268	[716, 243, 798, 276]	0.6075	animetext+sfx_reader	sfx	スリ♡スリ♡	sfx	スリ♡ スリ♡	checked	191	
477	14027268	[606, 296, 647, 319]	0.5467	animetext+sfx_reader	speech	フリ♥	sfx	フリ♡	drafted		opus: kind changed: onomatopoeia on artwork
478	14027268	[829, 428, 849, 476]	0.7746	animetext+sfx_reader	speech	フリ♡	sfx	フリ♡	drafted		opus: kind changed: onomatopoeia on artwork
479	14068612	[508, 128, 528, 178]	0.4363	animetext+sfx_reader	speech	ヒシャー	sfx	ヒシャー	draft		opus: kind changed: onomatopoeia on artwork; thin lettering, middle glyphs uncertain
480	14068612	[576, 146, 616, 230]	0.4712	animetext+sfx_reader	speech	あ゙ン	sfx	あ゙♡	drafted		D1 hand pass #23 real_text=y; opus: kind changed: burst bubble; trailing glyph is a heart (machine read ン)
481	14068612	[625, 161, 699, 217]	0.5674	animetext+sfx_reader	sfx	びくん	sfx	びく♡	drafted		
482	14068612	[60, 272, 111, 458]	0.3254	animetext+sfx_reader	speech	はーッーッーッ	speech	はーッーッーッ	draft		D1 hand pass #24 real_text=y; thin dashes column, read plausible; opus: faint thin dashes; a ♡ follows the first ー; exact sequence unresolved
483	14068612	[697, 614, 732, 758]	0.2598	animetext+sfx_reader	sfx	ミミーミー	sfx	ミミーミー	draft		opus: thin faint lettering; first glyph ミ/ヒ uncertain
484	14068612	[63, 669, 91, 728]	0.6375	animetext+sfx_reader	sfx	びくっ	sfx	びく♡	drafted		
485	14155438	[60, 57, 217, 275]	0.9647	animetext+sfx_reader	speech	上京、初出勤客のおっさんに生中出しされる芽衣子ちゃん♡	speech	上京、初出勤 客のおっさんに 生中出しされる 芽衣子ちゃん	checked	193	
486	14155438	[584, 225, 658, 296]	0.5002	animetext+sfx_reader	sfx	ビュービュー	sfx	ビュービュー	draft		D1 hand pass #25 real_text=y; opus: two blocks in a burst bubble; the second ー is uncertain
487	14155438	[719, 244, 759, 309]	0.916	animetext+sfx_reader	sfx	ドク♡ドク♡	sfx	ドク♡ ドク♡	drafted		opus: two columns
488	14155438	[176, 359, 208, 428]	0.8809	animetext+sfx_reader	sfx	びく	sfx	びく♡	drafted		
489	14155438	[513, 401, 540, 459]	0.8765	animetext+sfx_reader	sfx	びく	sfx	びく♡	drafted		
490	14155438	[73, 425, 135, 603]	0.7903	animetext+sfx_reader	speech	おおお~	speech	おおおっ	drafted	194	box moved iou=0.45 from old #194; opus: kind changed: burst bubble; hearts decorate the bubble, not transcribed; opus kind sfx reverted to user speech
491	14155438	[826, 643, 862, 708]	0.3301	animetext+sfx_reader	sfx	びく♡	sfx	びく♡	drafted		
492	14168416	[317, 116, 346, 178]	0.904	animetext+sfx_reader	sfx	びくん	sfx	びく♡	drafted		
493	14168416	[664, 125, 697, 191]	0.3156	animetext+sfx_reader	sfx	だい	sfx	だ♡	draft		opus: burst bubble; one kana + a large heart, may be clipped from a longer word
494	14168416	[635, 251, 651, 335]	0.3128	animetext+sfx_reader	speech	はーっ	speech	はー♡	drafted		opus: tail is ♡, machine read っ
495	14168416	[360, 325, 385, 386]	0.8622	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
496	14168416	[366, 385, 433, 563]	0.7813	animetext+sfx_reader	speech	おおお~♡	sfx	お゙お゙お゙~♡	drafted		opus: kind changed: burst bubble; dakuten hatch on お; extra hearts decorate the bubble
497	14168416	[623, 605, 649, 676]	0.9045	animetext+sfx_reader	sfx	ボフッ♡	sfx	ボフッ♡	checked	195	
498	14168416	[353, 729, 395, 802]	0.7582	animetext+sfx_reader	sfx	ドプッ	sfx	ドプッ	drafted		opus: hearts sit on the box edge, not transcribed
499	14168416	[50, 836, 215, 1080]	0.9663	animetext+sfx_reader	speech	猫カフェに来た客のおっさんに生中出しされるバイトの女の子	speech	猫カフェに来た 客のおっさんに 生中出しされる バイトの女の子	checked	197	
500	14168416	[518, 1001, 557, 1165]	0.8183	animetext+sfx_reader	sfx	ガクガク・・・・	sfx	ガクガク…♡	drafted	196	box moved iou=0.45 from old #196; tail glyph uncertain; opus: tail is ♡ (cf. checked #352 ガクガク…♡)
501	14216300	[117, 471, 140, 571]	0.9027	animetext+sfx_reader	speech	ウズ・・・	sfx	ウズ…♡	drafted		opus: kind changed: onomatopoeia on artwork (cf. checked #195 ウズ♡ sfx)
502	14216300	[134, 697, 163, 795]	0.9042	animetext+sfx_reader	speech	ウズ・・・・	sfx	ウズ…♡	drafted		opus: kind changed: onomatopoeia on artwork
503	14233561	[1078, 79, 1110, 143]	0.8691	animetext+sfx_reader	sfx	ガク♥	sfx	ガク♡	drafted		
504	14233561	[417, 137, 461, 272]	0.889	animetext+sfx_reader	speech	あっらめぇ・・・	speech	あっ♡ らめぇ…♡	drafted		opus: two columns; dot count approximate
505	14233561	[440, 139, 460, 188]	0.565	animetext+sfx_reader	speech	あっッ	speech	あっ♡	drafted		D1 hand pass #26 real_text=y; opus: tail is ♡, machine read ッ
506	14233561	[763, 149, 795, 208]	0.8534	animetext+sfx_reader	sfx	びく♥	sfx	びく♡	drafted		
507	14233561	[123, 165, 165, 243]	0.3148	animetext+sfx_reader	speech	あっ♡あっ♡	speech	あ゙っ♡ あ゙っ♡	drafted		opus: two columns; dakuten on both あ
